model,r,beta,eu_diff_raw,eu_diff_norm,risky_rate
gpt-4-1,-3.0,0.01,625000000.0,-0.9956147129008422,1.0
gpt-4-1,-3.0,0.01,1282920000.0,-0.991587070352882,1.0
gpt-4-1,-3.0,0.01,2812500000.0,-0.9822233156585284,1.0
gpt-4-1,-3.0,0.01,7425000000.0,-0.9539865980447352,1.0
gpt-4-1,-3.0,0.01,188107999.99999988,-0.9982892703060944,1.0
gpt-4-1,-3.0,0.01,537521749.9999999,-0.9961502356417851,1.0
gpt-4-1,-3.0,0.01,1223661749.9999998,-0.9919498364171719,1.0
gpt-4-1,-3.0,0.01,3656021750.0,-0.9770594597331425,1.0
gpt-4-1,-3.0,0.01,73512000.0,-0.9989908019899253,1.0
gpt-4-1,-3.0,0.01,386250000.0000001,-0.9970762882570033,1.0
gpt-4-1,-3.0,0.01,1019562000.0000002,-0.9931992905105694,1.0
gpt-4-1,-3.0,0.01,2606250000.0,-0.9834859331128037,1.0
gpt-4-1,-3.0,0.01,232142250.0,-0.9980197022448293,1.0
gpt-4-1,-3.0,0.01,798242250.0,-0.9945541616830583,1.0
gpt-4-1,-3.0,0.01,1961796000.0,-0.9874311397497857,1.0
gpt-4-1,-3.0,0.01,24045937500.000004,-0.8522368487408858,1.0
gpt-4-1,-3.0,0.01,70448437500.0,-0.568170878209929,1.0
gpt-4-1,-3.0,0.01,162885937500.0,-0.0022886918847240256,1.0
gpt-4-1,-3.0,0.01,324848437500.00006,0.9892103599361932,1.0
gpt-4-1,-3.0,0.01,3618750000.0,-0.9772876292463614,1.0
gpt-4-1,-3.0,0.01,11048437500.0,-0.9318047050412168,1.0
gpt-4-1,-3.0,0.01,25143750000.0,-0.8455162803819931,1.0
gpt-4-1,-3.0,0.01,49043437500.00001,-0.6992076132827187,1.0
gpt-4-1,-3.0,0.01,109810165500.00002,-0.32720697613362826,1.0
gpt-4-1,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4-1,-3.0,0.01,960937500.0,-0.9935581768957726,1.0
gpt-4-1,-3.0,0.01,3728437500.0,-0.9766161463274967,1.0
gpt-4-1,-3.0,0.01,8760937500.0,-0.9458082804431793,1.0
gpt-4-1,-3.0,0.01,17048437500.0,-0.8950740154622988,1.0
gpt-4-1,-3.0,0.01,38191406249.99999,-0.7656413784734634,1.0
gpt-4-1,-3.0,0.01,108848437500.0,-0.33309446490485395,1.0
gpt-4-1,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4-1,-3.0,0.01,706357500.0,-0.9951166600546061,1.0
gpt-4-1,-3.0,0.01,2235937500.0,-0.9857529053602526,1.0
gpt-4-1,-3.0,0.01,4632757500.0,-0.9710800967941622,1.0
gpt-4-1,-3.0,0.01,10474218750.0,-0.9353199468173242,1.0
gpt-4-1,-3.0,0.01,29048437500.0,-0.8216126363044629,1.0
gpt-4-1,-3.0,0.01,-39040750.00000012,-0.9996798253435092,1.0
gpt-4-1,-3.0,0.01,647099249.9999998,-0.9954794261188961,1.0
gpt-4-1,-3.0,0.01,1970265500.0,-0.9873792913205542,1.0
gpt-4-1,-3.0,0.01,4476405500.0,-0.972037249590336,1.0
gpt-4-1,-3.0,0.01,12839279249.999998,-0.9208415629738474,1.0
gpt-4-1,-3.0,0.01,442999500.00000024,-0.9967288802122936,1.0
gpt-4-1,-3.0,0.01,1125589500.0000002,-0.9925502133123479,1.0
gpt-4-1,-3.0,0.01,3198709500.0,-0.9798590254490402,1.0
gpt-4-1,-3.0,0.01,9645269500.000002,-0.9403945930803953,1.0
gpt-4-1,-3.0,0.01,221679750.0,-0.9980837513847826,1.0
gpt-4-1,-3.0,0.01,848437500.0,-0.9942468773253773,1.0
gpt-4-1,-3.0,0.01,2402343750.0,-0.9847342026414623,1.0
gpt-4-1,-3.0,0.01,6718239750.000001,-0.9583132299363133,1.0
gpt-4o-mini,-3.0,0.01,535937500.0,-0.9961599340742793,1.0
gpt-4o-mini,-3.0,0.01,1458437500.0000002,-0.9905125905515206,1.0
gpt-4o-mini,-3.0,0.01,3135937500.0000005,-0.9802433019234149,1.0
gpt-4o-mini,-3.0,0.01,5898437500.0,-0.9633318802631214,1.0
gpt-4o-mini,-3.0,0.01,12946093750.0,-0.9201876679335096,1.0
gpt-4o-mini,-3.0,0.01,36498437500.0,-0.7760053634106397,1.0
gpt-4o-mini,-3.0,0.01,88750000.00000003,-0.998897518281958,1.0
gpt-4o-mini,-3.0,0.01,298437500.00000006,-0.9976138572034449,1.0
gpt-4o-mini,-3.0,0.01,643750000.0,-0.9954999294959082,1.0
gpt-4o-mini,-3.0,0.01,1173437500.0,-0.9922572983065193,1.0
gpt-4o-mini,-3.0,0.01,2547645500.0000005,-0.983844697062375,1.0
gpt-4o-mini,-3.0,0.01,6373437500.000001,-0.9604240340047904,1.0
gpt-4o-mini,-3.0,0.01,10937500.0,-0.9993738694124347,1.0
gpt-4o-mini,-3.0,0.01,100818249.99999997,-0.9988236390912063,1.0
gpt-4o-mini,-3.0,0.01,289518250.0,-0.9976684589039493,1.0
gpt-4o-mini,-3.0,0.01,498437500.0,-0.9963895008841476,1.0
gpt-4o-mini,-3.0,0.01,1016406250.0,-0.9932186093228426,1.0
gpt-4o-mini,-3.0,0.01,2455038249.9999995,-0.9844116184211262,1.0
gpt-4o-mini,-3.0,0.01,-32142500.0,-0.9996375957636112,1.0
gpt-4o-mini,-3.0,0.01,17157500.0,-0.9993357919309045,1.0
gpt-4o-mini,-3.0,0.01,85937500.0,-0.9989147357926982,1.0
gpt-4o-mini,-3.0,0.01,178757500.0,-0.9983465120249123,1.0
gpt-4o-mini,-3.0,0.01,374218750.0,-0.9971499409418361,1.0
gpt-4o-mini,-3.0,0.01,898437500.0,-0.993940788245553,1.0
gpt-4o-mini,-3.0,0.01,-4374500.000000015,-0.9994676061322401,1.0
gpt-4o-mini,-3.0,0.01,27099250.0,-0.9992749307087176,1.0
gpt-4o-mini,-3.0,0.01,108999250.0,-0.9987735567959654,1.0
gpt-4o-mini,-3.0,0.01,221279250.0,-0.9980862031583119,1.0
gpt-4o-mini,-3.0,0.01,461545499.9999999,-0.9966153456508051,1.0
gpt-4o-mini,-3.0,0.01,9509500.0,-0.9993826113165545,1.0
gpt-4o-mini,-3.0,0.01,88389500.0,-0.9988997251842235,1.0
gpt-4o-mini,-3.0,0.01,139079500.0,-0.9985894120750977,1.0
gpt-4o-mini,-3.0,0.01,346949500.0,-0.997316877334636,1.0
gpt-4o-mini,-3.0,0.01,23393500.0,-0.9992976165008688,1.0
gpt-4o-mini,-3.0,0.01,63859750.0,-0.99904989095634,1.0
gpt-4o-mini,-3.0,0.01,112133500.0,-0.9987543696019966,1.0
gpt-4o-mini,-3.0,0.01,313519750.00000006,-0.9975215269629613,1.0
gpt-4o-mini,-3.0,0.01,5625000000.0,-0.9650058049184106,1.0
gpt-4o-mini,-3.0,0.01,16025000000.0,-0.9013392763149528,1.0
gpt-4o-mini,-3.0,0.01,36225000000.0,-0.777679288065929,1.0
gpt-4o-mini,-3.0,0.01,71025000000.0,-0.5646412885082048,1.0
gpt-4o-mini,-3.0,0.01,163462500000.0,0.0012408978170002083,1.0
gpt-4o-mini,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4o-mini,-3.0,0.01,900000000.0,-0.9939312229618085,1.0
gpt-4o-mini,-3.0,0.01,2745000000.0000005,-0.9826365359162912,1.0
gpt-4o-mini,-3.0,0.01,6100000000.000001,-0.9620979586600796,1.0
gpt-4o-mini,-3.0,0.01,11625000000.0,-0.9282751153394927,1.0
gpt-4o-mini,-3.0,0.01,25720312500.0,-0.841986690680269,1.0
gpt-4o-mini,-3.0,0.01,72825000000.0,-0.5536220816345294,1.0
gpt-4o-mini,-3.0,0.01,225000000.0,-0.9980634255394368,1.0
gpt-4o-mini,-3.0,0.01,1023120750.0,-0.993177504620313,1.0
gpt-4o-mini,-3.0,0.01,2181600749.9999995,-0.9860855430764155,1.0
gpt-4o-mini,-3.0,0.01,4305000000.0,-0.9730865566257726,1.0
gpt-4o-mini,-3.0,0.01,9337500000.0,-0.9422786907414551,1.0
gpt-4o-mini,-3.0,0.01,25982280750.0,-0.8403829782685552,1.0
gpt-4o-mini,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4o-mini,-3.0,0.01,183720000.0,-0.9983161326837398,1.0
gpt-4o-mini,-3.0,0.01,625000000.0,-0.9956147129008422,1.0
gpt-4o-mini,-3.0,0.01,1282920000.0,-0.991587070352882,1.0
gpt-4o-mini,-3.0,0.01,2812500000.0,-0.9822233156585284,1.0
gpt-4o-mini,-3.0,0.01,7425000000.0,-0.9539865980447352,1.0
gpt-4o-mini,-3.0,0.01,188107999.99999988,-0.9982892703060944,1.0
gpt-4o-mini,-3.0,0.01,537521749.9999999,-0.9961502356417851,1.0
gpt-4o-mini,-3.0,0.01,1223661749.9999998,-0.9919498364171719,1.0
gpt-4o-mini,-3.0,0.01,3656021750.0,-0.9770594597331425,1.0
gpt-4o-mini,-3.0,0.01,73512000.0,-0.9989908019899253,1.0
gpt-4o-mini,-3.0,0.01,386250000.0000001,-0.9970762882570033,1.0
gpt-4o-mini,-3.0,0.01,1019562000.0000002,-0.9931992905105694,1.0
gpt-4o-mini,-3.0,0.01,2606250000.0,-0.9834859331128037,1.0
gpt-4o-mini,-3.0,0.01,232142250.0,-0.9980197022448293,1.0
gpt-4o-mini,-3.0,0.01,798242250.0,-0.9945541616830583,1.0
gpt-4o-mini,-3.0,0.01,1961796000.0,-0.9874311397497857,1.0
gpt-4o-mini,-3.0,0.01,24045937500.000004,-0.8522368487408858,1.0
gpt-4o-mini,-3.0,0.01,70448437500.0,-0.568170878209929,1.0
gpt-4o-mini,-3.0,0.01,162885937500.0,-0.0022886918847240256,1.0
gpt-4o-mini,-3.0,0.01,324848437500.00006,0.9892103599361932,1.0
gpt-4o-mini,-3.0,0.01,3618750000.0,-0.9772876292463614,1.0
gpt-4o-mini,-3.0,0.01,11048437500.0,-0.9318047050412168,1.0
gpt-4o-mini,-3.0,0.01,25143750000.0,-0.8455162803819931,1.0
gpt-4o-mini,-3.0,0.01,49043437500.00001,-0.6992076132827187,1.0
gpt-4o-mini,-3.0,0.01,109810165500.00002,-0.32720697613362826,1.0
gpt-4o-mini,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4o-mini,-3.0,0.01,960937500.0,-0.9935581768957726,1.0
gpt-4o-mini,-3.0,0.01,3728437500.0,-0.9766161463274967,1.0
gpt-4o-mini,-3.0,0.01,8760937500.0,-0.9458082804431793,1.0
gpt-4o-mini,-3.0,0.01,17048437500.0,-0.8950740154622988,1.0
gpt-4o-mini,-3.0,0.01,38191406249.99999,-0.7656413784734634,1.0
gpt-4o-mini,-3.0,0.01,108848437500.0,-0.33309446490485395,1.0
gpt-4o-mini,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4o-mini,-3.0,0.01,706357500.0,-0.9951166600546061,1.0
gpt-4o-mini,-3.0,0.01,2235937500.0,-0.9857529053602526,1.0
gpt-4o-mini,-3.0,0.01,4632757500.0,-0.9710800967941622,1.0
gpt-4o-mini,-3.0,0.01,10474218750.0,-0.9353199468173242,1.0
gpt-4o-mini,-3.0,0.01,29048437500.0,-0.8216126363044629,1.0
gpt-4o-mini,-3.0,0.01,-39040750.00000012,-0.9996798253435092,1.0
gpt-4o-mini,-3.0,0.01,647099249.9999998,-0.9954794261188961,1.0
gpt-4o-mini,-3.0,0.01,1970265500.0,-0.9873792913205542,1.0
gpt-4o-mini,-3.0,0.01,4476405500.0,-0.972037249590336,1.0
gpt-4o-mini,-3.0,0.01,12839279249.999998,-0.9208415629738474,1.0
gpt-4o-mini,-3.0,0.01,442999500.00000024,-0.9967288802122936,1.0
gpt-4o-mini,-3.0,0.01,1125589500.0000002,-0.9925502133123479,1.0
gpt-4o-mini,-3.0,0.01,3198709500.0,-0.9798590254490402,1.0
gpt-4o-mini,-3.0,0.01,9645269500.000002,-0.9403945930803953,1.0
gpt-4o-mini,-3.0,0.01,221679750.0,-0.9980837513847826,1.0
gpt-4o-mini,-3.0,0.01,848437500.0,-0.9942468773253773,1.0
gpt-4o-mini,-3.0,0.01,2402343750.0,-0.9847342026414623,1.0
gpt-4o-mini,-3.0,0.01,6718239750.000001,-0.9583132299363133,1.0
gpt-4o,-3.0,0.01,535937500.0,-0.9961599340742793,1.0
gpt-4o,-3.0,0.01,1458437500.0000002,-0.9905125905515206,1.0
gpt-4o,-3.0,0.01,3135937500.0000005,-0.9802433019234149,1.0
gpt-4o,-3.0,0.01,5898437500.0,-0.9633318802631214,1.0
gpt-4o,-3.0,0.01,12946093750.0,-0.9201876679335096,1.0
gpt-4o,-3.0,0.01,36498437500.0,-0.7760053634106397,1.0
gpt-4o,-3.0,0.01,88750000.00000003,-0.998897518281958,1.0
gpt-4o,-3.0,0.01,298437500.00000006,-0.9976138572034449,1.0
gpt-4o,-3.0,0.01,643750000.0,-0.9954999294959082,1.0
gpt-4o,-3.0,0.01,1173437500.0,-0.9922572983065193,1.0
gpt-4o,-3.0,0.01,2547645500.0000005,-0.983844697062375,1.0
gpt-4o,-3.0,0.01,6373437500.000001,-0.9604240340047904,1.0
gpt-4o,-3.0,0.01,10937500.0,-0.9993738694124347,1.0
gpt-4o,-3.0,0.01,100818249.99999997,-0.9988236390912063,1.0
gpt-4o,-3.0,0.01,289518250.0,-0.9976684589039493,1.0
gpt-4o,-3.0,0.01,498437500.0,-0.9963895008841476,1.0
gpt-4o,-3.0,0.01,1016406250.0,-0.9932186093228426,1.0
gpt-4o,-3.0,0.01,2455038249.9999995,-0.9844116184211262,1.0
gpt-4o,-3.0,0.01,-32142500.0,-0.9996375957636112,1.0
gpt-4o,-3.0,0.01,17157500.0,-0.9993357919309045,1.0
gpt-4o,-3.0,0.01,85937500.0,-0.9989147357926982,1.0
gpt-4o,-3.0,0.01,178757500.0,-0.9983465120249123,1.0
gpt-4o,-3.0,0.01,374218750.0,-0.9971499409418361,1.0
gpt-4o,-3.0,0.01,898437500.0,-0.993940788245553,1.0
gpt-4o,-3.0,0.01,-4374500.000000015,-0.9994676061322401,1.0
gpt-4o,-3.0,0.01,27099250.0,-0.9992749307087176,1.0
gpt-4o,-3.0,0.01,108999250.0,-0.9987735567959654,1.0
gpt-4o,-3.0,0.01,221279250.0,-0.9980862031583119,1.0
gpt-4o,-3.0,0.01,461545499.9999999,-0.9966153456508051,1.0
gpt-4o,-3.0,0.01,9509500.0,-0.9993826113165545,1.0
gpt-4o,-3.0,0.01,88389500.0,-0.9988997251842235,1.0
gpt-4o,-3.0,0.01,139079500.0,-0.9985894120750977,1.0
gpt-4o,-3.0,0.01,346949500.0,-0.997316877334636,1.0
gpt-4o,-3.0,0.01,23393500.0,-0.9992976165008688,1.0
gpt-4o,-3.0,0.01,63859750.0,-0.99904989095634,1.0
gpt-4o,-3.0,0.01,112133500.0,-0.9987543696019966,1.0
gpt-4o,-3.0,0.01,313519750.00000006,-0.9975215269629613,1.0
gpt-4o,-3.0,0.01,5625000000.0,-0.9650058049184106,1.0
gpt-4o,-3.0,0.01,16025000000.0,-0.9013392763149528,1.0
gpt-4o,-3.0,0.01,36225000000.0,-0.777679288065929,1.0
gpt-4o,-3.0,0.01,71025000000.0,-0.5646412885082048,1.0
gpt-4o,-3.0,0.01,163462500000.0,0.0012408978170002083,1.0
gpt-4o,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4o,-3.0,0.01,900000000.0,-0.9939312229618085,1.0
gpt-4o,-3.0,0.01,2745000000.0000005,-0.9826365359162912,1.0
gpt-4o,-3.0,0.01,6100000000.000001,-0.9620979586600796,1.0
gpt-4o,-3.0,0.01,11625000000.0,-0.9282751153394927,1.0
gpt-4o,-3.0,0.01,25720312500.0,-0.841986690680269,1.0
gpt-4o,-3.0,0.01,72825000000.0,-0.5536220816345294,1.0
gpt-4o,-3.0,0.01,225000000.0,-0.9980634255394368,1.0
gpt-4o,-3.0,0.01,1023120750.0,-0.993177504620313,1.0
gpt-4o,-3.0,0.01,2181600749.9999995,-0.9860855430764155,1.0
gpt-4o,-3.0,0.01,4305000000.0,-0.9730865566257726,1.0
gpt-4o,-3.0,0.01,9337500000.0,-0.9422786907414551,1.0
gpt-4o,-3.0,0.01,25982280750.0,-0.8403829782685552,1.0
gpt-4o,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4o,-3.0,0.01,183720000.0,-0.9983161326837398,1.0
gpt-4o,-3.0,0.01,625000000.0,-0.9956147129008422,1.0
gpt-4o,-3.0,0.01,1282920000.0,-0.991587070352882,1.0
gpt-4o,-3.0,0.01,2812500000.0,-0.9822233156585284,1.0
gpt-4o,-3.0,0.01,7425000000.0,-0.9539865980447352,1.0
gpt-4o,-3.0,0.01,188107999.99999988,-0.9982892703060944,1.0
gpt-4o,-3.0,0.01,537521749.9999999,-0.9961502356417851,1.0
gpt-4o,-3.0,0.01,1223661749.9999998,-0.9919498364171719,1.0
gpt-4o,-3.0,0.01,3656021750.0,-0.9770594597331425,1.0
gpt-4o,-3.0,0.01,73512000.0,-0.9989908019899253,1.0
gpt-4o,-3.0,0.01,386250000.0000001,-0.9970762882570033,1.0
gpt-4o,-3.0,0.01,1019562000.0000002,-0.9931992905105694,1.0
gpt-4o,-3.0,0.01,2606250000.0,-0.9834859331128037,1.0
gpt-4o,-3.0,0.01,232142250.0,-0.9980197022448293,1.0
gpt-4o,-3.0,0.01,798242250.0,-0.9945541616830583,1.0
gpt-4o,-3.0,0.01,1961796000.0,-0.9874311397497857,1.0
gpt-4o,-3.0,0.01,24045937500.000004,-0.8522368487408858,1.0
gpt-4o,-3.0,0.01,70448437500.0,-0.568170878209929,1.0
gpt-4o,-3.0,0.01,162885937500.0,-0.0022886918847240256,1.0
gpt-4o,-3.0,0.01,324848437500.00006,0.9892103599361932,1.0
gpt-4o,-3.0,0.01,3618750000.0,-0.9772876292463614,1.0
gpt-4o,-3.0,0.01,11048437500.0,-0.9318047050412168,1.0
gpt-4o,-3.0,0.01,25143750000.0,-0.8455162803819931,1.0
gpt-4o,-3.0,0.01,49043437500.00001,-0.6992076132827187,1.0
gpt-4o,-3.0,0.01,109810165500.00002,-0.32720697613362826,1.0
gpt-4o,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4o,-3.0,0.01,960937500.0,-0.9935581768957726,1.0
gpt-4o,-3.0,0.01,3728437500.0,-0.9766161463274967,1.0
gpt-4o,-3.0,0.01,8760937500.0,-0.9458082804431793,1.0
gpt-4o,-3.0,0.01,17048437500.0,-0.8950740154622988,1.0
gpt-4o,-3.0,0.01,38191406249.99999,-0.7656413784734634,1.0
gpt-4o,-3.0,0.01,108848437500.0,-0.33309446490485395,1.0
gpt-4o,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4o,-3.0,0.01,706357500.0,-0.9951166600546061,1.0
gpt-4o,-3.0,0.01,2235937500.0,-0.9857529053602526,1.0
gpt-4o,-3.0,0.01,4632757500.0,-0.9710800967941622,1.0
gpt-4o,-3.0,0.01,10474218750.0,-0.9353199468173242,1.0
gpt-4o,-3.0,0.01,29048437500.0,-0.8216126363044629,1.0
gpt-4o,-3.0,0.01,-39040750.00000012,-0.9996798253435092,1.0
gpt-4o,-3.0,0.01,647099249.9999998,-0.9954794261188961,1.0
gpt-4o,-3.0,0.01,1970265500.0,-0.9873792913205542,1.0
gpt-4o,-3.0,0.01,4476405500.0,-0.972037249590336,1.0
gpt-4o,-3.0,0.01,12839279249.999998,-0.9208415629738474,1.0
gpt-4o,-3.0,0.01,442999500.00000024,-0.9967288802122936,1.0
gpt-4o,-3.0,0.01,1125589500.0000002,-0.9925502133123479,1.0
gpt-4o,-3.0,0.01,3198709500.0,-0.9798590254490402,1.0
gpt-4o,-3.0,0.01,9645269500.000002,-0.9403945930803953,1.0
gpt-4o,-3.0,0.01,221679750.0,-0.9980837513847826,1.0
gpt-4o,-3.0,0.01,848437500.0,-0.9942468773253773,1.0
gpt-4o,-3.0,0.01,2402343750.0,-0.9847342026414623,1.0
gpt-4o,-3.0,0.01,6718239750.000001,-0.9583132299363133,1.0
gpt-5,1.0,0.28260281240506274,0.2595364066349761,0.815596010817359,1.0
gpt-5,1.0,0.28260281240506274,-0.06391668575494158,0.17593925780299813,1.0
gpt-5,1.0,0.28260281240506274,-0.6218468339575098,-0.9274163613105707,1.0
gpt-5,1.0,0.28260281240506274,-0.6390318596501761,-0.9614012512178465,1.0
gpt-5,1.0,0.28260281240506274,-0.05889151782819191,0.18587696646927276,1.0
gpt-5,1.0,0.28260281240506274,0.30906319423634887,0.9135395608704717,1.0
gpt-5,1.0,0.28260281240506274,-0.3617729874261979,-0.4130976049586227,1.0
gpt-5,1.0,0.28260281240506274,-0.0645221422802118,0.17474191462045452,1.0
gpt-5,1.0,0.28260281240506274,0.3527833555166727,1.0,1.0
gpt-5,1.0,0.28260281240506274,0.014229915970389584,0.3304809910397706,1.0
gpt-5,1.0,0.28260281240506274,-0.33251768715756036,-0.3552426923960982,1.0
gpt-5,1.0,0.28260281240506274,-0.4557737132753452,-0.5989922539582219,1.0
gpt-5,1.0,0.28260281240506274,-0.0758814215077317,0.15227794739240363,1.0
gpt-5,1.0,0.28260281240506274,-0.08125946474888668,0.14164239695821257,1.0
gpt-5,1.0,0.28260281240506274,0.05666434265350162,0.41439877765788213,1.0
gpt-5,1.0,0.28260281240506274,-0.1969221500346432,-0.08709066961461176,1.0
gpt-5,1.0,0.28260281240506274,-0.4882774991748997,-0.6632713307033575,1.0
gpt-5,1.0,0.28260281240506274,-0.2742708828252738,-0.24005454731650389,1.0
gpt-5,1.0,0.28260281240506274,0.3386020024569216,0.971955135180419,1.0
gpt-5,1.0,0.28260281240506274,0.2007794151493103,0.6993989260626208,1.0
gpt-5,1.0,0.28260281240506274,-0.022364136164899406,0.25811305541255547,1.0
gpt-5,1.0,0.28260281240506274,0.25110404251649854,0.7989202739665948,1.0
gpt-5,1.0,0.28260281240506274,-0.019637040050708876,0.26350612626765924,1.0
gpt-5,1.0,0.28260281240506274,-0.21087409320263184,-0.1146818563277634,1.0
gpt-5,1.0,0.28260281240506274,-0.4160035415263117,-0.5203432642705808,1.0
gpt-5,1.0,0.28260281240506274,-0.16567558082832612,-0.02529784873393459,1.0
gpt-5,1.0,0.28260281240506274,0.14384103622589084,0.5867983065571785,1.0
gpt-5,1.0,0.28260281240506274,-0.11157177565710441,0.08169715349602091,0.0
gpt-5,1.0,0.28260281240506274,-0.17046329348529632,-0.03476596885575911,0.0
gpt-5,1.0,0.28260281240506274,0.0021290605472534807,0.306550492087148,1.0
gpt-5,1.0,0.28260281240506274,-0.047113214262552106,0.2091695909396314,1.0
gpt-5,1.0,0.28260281240506274,0.039885404939378866,0.38121696221149337,1.0
gpt-5,1.0,0.28260281240506274,-0.2262891611853579,-0.14516650020756194,1.0
gpt-5,1.0,0.28260281240506274,-0.22314355131420882,-0.13894578182901074,1.0
gpt-5,1.0,0.28260281240506274,-0.5271087020630913,-0.7400634274230883,0.0
gpt-5,1.0,0.28260281240506274,0.032119398701690116,0.3658590062952738,1.0
gpt-5,1.0,0.28260281240506274,-0.2135681260002702,-0.12000954158536548,1.0
gpt-5,1.0,0.28260281240506274,-0.1914584917585369,-0.07628580796789985,1.0
gpt-5,1.0,0.28260281240506274,-0.5004024235381879,-0.6872494280882363,0.0
gpt-5,1.0,0.28260281240506274,0.2111959397716765,0.7199985136825924,1.0
