model,r,beta,eu_diff_raw,eu_diff_norm,risky_rate
gpt-4-1,-3.0,0.01,23393500.0,-0.8490566037735849,1.0
gpt-4-1,-3.0,0.01,63859750.0,-0.8113207547169812,1.0
gpt-4-1,-3.0,0.01,112133500.0,-0.679245283018868,1.0
gpt-4-1,-3.0,0.01,313519750.00000006,-0.4716981132075472,1.0
gpt-4-1,-3.0,0.01,5625000000.0,0.35849056603773577,1.0
gpt-4-1,-3.0,0.01,16025000000.0,0.6226415094339623,1.0
gpt-4-1,-3.0,0.01,36225000000.0,0.7547169811320755,1.0
gpt-4-1,-3.0,0.01,71025000000.0,0.8490566037735849,1.0
gpt-4-1,-3.0,0.01,163462500000.0,0.9433962264150944,1.0
gpt-4-1,-3.0,0.01,326610937500.0,0.9811320754716981,1.0
gpt-4-1,-3.0,0.01,900000000.0,-0.16981132075471694,1.0
gpt-4-1,-3.0,0.01,2745000000.0000005,0.16981132075471694,1.0
gpt-4-1,-3.0,0.01,6100000000.000001,0.39622641509433953,1.0
gpt-4-1,-3.0,0.01,11625000000.0,0.5660377358490567,1.0
gpt-4-1,-3.0,0.01,25720312500.0,0.6981132075471699,1.0
gpt-4-1,-3.0,0.01,72825000000.0,0.8679245283018868,1.0
gpt-4-1,-3.0,0.01,225000000.0,-0.5471698113207547,1.0
gpt-4-1,-3.0,0.01,1023120750.0,-0.09433962264150941,1.0
gpt-4-1,-3.0,0.01,2181600749.9999995,0.05660377358490565,1.0
gpt-4-1,-3.0,0.01,4305000000.0,0.3018867924528301,1.0
gpt-4-1,-3.0,0.01,9337500000.0,0.49056603773584895,1.0
gpt-4-1,-3.0,0.01,25982280750.0,0.7169811320754718,1.0
gpt-4-1,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4-1,-3.0,0.01,183720000.0,-0.6226415094339622,1.0
gpt-4-1,-3.0,0.01,625000000.0,-0.30188679245283023,1.0
gpt-4-1,-3.0,0.01,1282920000.0,-0.018867924528301883,1.0
gpt-4-1,-3.0,0.01,2812500000.0,0.18867924528301883,1.0
gpt-4-1,-3.0,0.01,7425000000.0,0.4528301886792452,1.0
gpt-4-1,-3.0,0.01,188107999.99999988,-0.6037735849056604,1.0
gpt-4-1,-3.0,0.01,537521749.9999999,-0.3207547169811321,1.0
gpt-4-1,-3.0,0.01,1223661749.9999998,-0.037735849056603765,1.0
gpt-4-1,-3.0,0.01,3656021750.0,0.26415094339622636,1.0
gpt-4-1,-3.0,0.01,73512000.0,-0.7924528301886793,1.0
gpt-4-1,-3.0,0.01,386250000.0000001,-0.41509433962264153,1.0
gpt-4-1,-3.0,0.01,1019562000.0000002,-0.1132075471698113,1.0
gpt-4-1,-3.0,0.01,2606250000.0,0.15094339622641506,1.0
gpt-4-1,-3.0,0.01,232142250.0,-0.5283018867924528,1.0
gpt-4-1,-3.0,0.01,798242250.0,-0.2264150943396226,1.0
gpt-4-1,-3.0,0.01,1961796000.0,0.018867924528301883,1.0
gpt-4-1,-3.0,0.01,24045937500.000004,0.6603773584905661,1.0
gpt-4-1,-3.0,0.01,70448437500.0,0.8301886792452831,1.0
gpt-4-1,-3.0,0.01,162885937500.0,0.9245283018867925,1.0
gpt-4-1,-3.0,0.01,324848437500.00006,0.9622641509433962,1.0
gpt-4-1,-3.0,0.01,3618750000.0,0.24528301886792447,1.0
gpt-4-1,-3.0,0.01,11048437500.0,0.5471698113207548,1.0
gpt-4-1,-3.0,0.01,25143750000.0,0.679245283018868,1.0
gpt-4-1,-3.0,0.01,49043437500.00001,0.8113207547169812,1.0
gpt-4-1,-3.0,0.01,109810165500.00002,0.9056603773584906,1.0
gpt-4-1,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4-1,-3.0,0.01,960937500.0,-0.15094339622641506,1.0
gpt-4-1,-3.0,0.01,3728437500.0,0.28301886792452824,1.0
gpt-4-1,-3.0,0.01,8760937500.0,0.47169811320754707,1.0
gpt-4-1,-3.0,0.01,17048437500.0,0.6415094339622642,1.0
gpt-4-1,-3.0,0.01,38191406249.99999,0.7924528301886793,1.0
gpt-4-1,-3.0,0.01,108848437500.0,0.8867924528301887,1.0
gpt-4-1,-3.0,0.01,-91341645.0,-0.9811320754716981,1.0
gpt-4-1,-3.0,0.01,706357500.0,-0.24528301886792447,1.0
gpt-4-1,-3.0,0.01,2235937500.0,0.07547169811320753,1.0
gpt-4-1,-3.0,0.01,4632757500.0,0.3396226415094339,1.0
gpt-4-1,-3.0,0.01,10474218750.0,0.5283018867924529,1.0
gpt-4-1,-3.0,0.01,29048437500.0,0.7358490566037736,1.0
gpt-4-1,-3.0,0.01,-39040750.00000012,-0.9622641509433962,1.0
gpt-4-1,-3.0,0.01,647099249.9999998,-0.26415094339622647,1.0
gpt-4-1,-3.0,0.01,1970265500.0,0.037735849056603765,1.0
gpt-4-1,-3.0,0.01,4476405500.0,0.320754716981132,1.0
gpt-4-1,-3.0,0.01,12839279249.999998,0.5849056603773586,1.0
gpt-4-1,-3.0,0.01,442999500.00000024,-0.39622641509433965,1.0
gpt-4-1,-3.0,0.01,1125589500.0000002,-0.07547169811320753,1.0
gpt-4-1,-3.0,0.01,3198709500.0,0.2264150943396226,1.0
gpt-4-1,-3.0,0.01,9645269500.000002,0.509433962264151,1.0
gpt-4-1,-3.0,0.01,221679750.0,-0.5660377358490566,1.0
gpt-4-1,-3.0,0.01,848437500.0,-0.2075471698113207,1.0
gpt-4-1,-3.0,0.01,2402343750.0,0.09433962264150941,1.0
gpt-4-1,-3.0,0.01,6718239750.000001,0.4339622641509433,1.0
gpt-4o-mini,-3.0,0.01,535937500.0,-0.339622641509434,1.0
gpt-4o-mini,-3.0,0.01,1458437500.0000002,0.0,1.0
gpt-4o-mini,-3.0,0.01,3135937500.0000005,0.2075471698113207,1.0
gpt-4o-mini,-3.0,0.01,5898437500.0,0.37735849056603765,1.0
gpt-4o-mini,-3.0,0.01,12946093750.0,0.6037735849056605,1.0
gpt-4o-mini,-3.0,0.01,36498437500.0,0.7735849056603774,1.0
gpt-4o-mini,-3.0,0.01,88750000.00000003,-0.7358490566037736,1.0
gpt-4o-mini,-3.0,0.01,298437500.00000006,-0.49056603773584906,1.0
gpt-4o-mini,-3.0,0.01,643750000.0,-0.28301886792452835,1.0
gpt-4o-mini,-3.0,0.01,1173437500.0,-0.05660377358490565,1.0
gpt-4o-mini,-3.0,0.01,2547645500.0000005,0.13207547169811318,1.0
gpt-4o-mini,-3.0,0.01,6373437500.000001,0.4150943396226414,1.0
gpt-4o-mini,-3.0,0.01,10937500.0,-0.8867924528301887,1.0
gpt-4o-mini,-3.0,0.01,100818249.99999997,-0.7169811320754718,1.0
gpt-4o-mini,-3.0,0.01,289518250.0,-0.5094339622641509,1.0
gpt-4o-mini,-3.0,0.01,498437500.0,-0.3584905660377359,1.0
gpt-4o-mini,-3.0,0.01,1016406250.0,-0.13207547169811318,1.0
gpt-4o-mini,-3.0,0.01,2455038249.9999995,0.1132075471698113,1.0
gpt-4o-mini,-3.0,0.01,-32142500.0,-0.9433962264150944,1.0
gpt-4o-mini,-3.0,0.01,17157500.0,-0.8679245283018868,1.0
gpt-4o-mini,-3.0,0.01,85937500.0,-0.7735849056603774,1.0
gpt-4o-mini,-3.0,0.01,178757500.0,-0.6415094339622642,1.0
gpt-4o-mini,-3.0,0.01,374218750.0,-0.4339622641509434,1.0
gpt-4o-mini,-3.0,0.01,898437500.0,-0.18867924528301883,1.0
gpt-4o-mini,-3.0,0.01,-4374500.000000015,-0.9245283018867925,1.0
gpt-4o-mini,-3.0,0.01,27099250.0,-0.8301886792452831,1.0
gpt-4o-mini,-3.0,0.01,108999250.0,-0.6981132075471699,1.0
gpt-4o-mini,-3.0,0.01,221279250.0,-0.5849056603773585,1.0
gpt-4o-mini,-3.0,0.01,461545499.9999999,-0.37735849056603776,1.0
gpt-4o-mini,-3.0,0.01,9509500.0,-0.9056603773584906,1.0
gpt-4o-mini,-3.0,0.01,88389500.0,-0.7547169811320755,1.0
gpt-4o-mini,-3.0,0.01,139079500.0,-0.6603773584905661,1.0
gpt-4o-mini,-3.0,0.01,346949500.0,-0.4528301886792453,1.0
gpt-4o-mini,-3.0,0.01,23393500.0,-0.8490566037735849,1.0
gpt-4o-mini,-3.0,0.01,63859750.0,-0.8113207547169812,1.0
gpt-4o-mini,-3.0,0.01,112133500.0,-0.679245283018868,1.0
gpt-4o-mini,-3.0,0.01,313519750.00000006,-0.4716981132075472,1.0
gpt-4o-mini,-3.0,0.01,5625000000.0,0.35849056603773577,1.0
gpt-4o-mini,-3.0,0.01,16025000000.0,0.6226415094339623,1.0
gpt-4o-mini,-3.0,0.01,36225000000.0,0.7547169811320755,1.0
gpt-4o-mini,-3.0,0.01,71025000000.0,0.8490566037735849,1.0
gpt-4o-mini,-3.0,0.01,163462500000.0,0.9433962264150944,1.0
gpt-4o-mini,-3.0,0.01,326610937500.0,0.9811320754716981,1.0
gpt-4o-mini,-3.0,0.01,900000000.0,-0.16981132075471694,1.0
gpt-4o-mini,-3.0,0.01,2745000000.0000005,0.16981132075471694,1.0
gpt-4o-mini,-3.0,0.01,6100000000.000001,0.39622641509433953,1.0
gpt-4o-mini,-3.0,0.01,11625000000.0,0.5660377358490567,1.0
gpt-4o-mini,-3.0,0.01,25720312500.0,0.6981132075471699,1.0
gpt-4o-mini,-3.0,0.01,72825000000.0,0.8679245283018868,1.0
gpt-4o-mini,-3.0,0.01,225000000.0,-0.5471698113207547,1.0
gpt-4o-mini,-3.0,0.01,1023120750.0,-0.09433962264150941,1.0
gpt-4o-mini,-3.0,0.01,2181600749.9999995,0.05660377358490565,1.0
gpt-4o-mini,-3.0,0.01,4305000000.0,0.3018867924528301,1.0
gpt-4o-mini,-3.0,0.01,9337500000.0,0.49056603773584895,1.0
gpt-4o-mini,-3.0,0.01,25982280750.0,0.7169811320754718,1.0
gpt-4o-mini,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4o-mini,-3.0,0.01,183720000.0,-0.6226415094339622,1.0
gpt-4o-mini,-3.0,0.01,625000000.0,-0.30188679245283023,1.0
gpt-4o-mini,-3.0,0.01,1282920000.0,-0.018867924528301883,1.0
gpt-4o-mini,-3.0,0.01,2812500000.0,0.18867924528301883,1.0
gpt-4o-mini,-3.0,0.01,7425000000.0,0.4528301886792452,1.0
gpt-4o-mini,-3.0,0.01,188107999.99999988,-0.6037735849056604,1.0
gpt-4o-mini,-3.0,0.01,537521749.9999999,-0.3207547169811321,1.0
gpt-4o-mini,-3.0,0.01,1223661749.9999998,-0.037735849056603765,1.0
gpt-4o-mini,-3.0,0.01,3656021750.0,0.26415094339622636,1.0
gpt-4o-mini,-3.0,0.01,73512000.0,-0.7924528301886793,1.0
gpt-4o-mini,-3.0,0.01,386250000.0000001,-0.41509433962264153,1.0
gpt-4o-mini,-3.0,0.01,1019562000.0000002,-0.1132075471698113,1.0
gpt-4o-mini,-3.0,0.01,2606250000.0,0.15094339622641506,1.0
gpt-4o-mini,-3.0,0.01,232142250.0,-0.5283018867924528,1.0
gpt-4o-mini,-3.0,0.01,798242250.0,-0.2264150943396226,1.0
gpt-4o-mini,-3.0,0.01,1961796000.0,0.018867924528301883,1.0
gpt-4o-mini,-3.0,0.01,24045937500.000004,0.6603773584905661,1.0
gpt-4o-mini,-3.0,0.01,70448437500.0,0.8301886792452831,1.0
gpt-4o-mini,-3.0,0.01,162885937500.0,0.9245283018867925,1.0
gpt-4o-mini,-3.0,0.01,324848437500.00006,0.9622641509433962,1.0
gpt-4o-mini,-3.0,0.01,3618750000.0,0.24528301886792447,1.0
gpt-4o-mini,-3.0,0.01,11048437500.0,0.5471698113207548,1.0
gpt-4o-mini,-3.0,0.01,25143750000.0,0.679245283018868,1.0
gpt-4o-mini,-3.0,0.01,49043437500.00001,0.8113207547169812,1.0
gpt-4o-mini,-3.0,0.01,109810165500.00002,0.9056603773584906,1.0
gpt-4o-mini,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4o-mini,-3.0,0.01,960937500.0,-0.15094339622641506,1.0
gpt-4o-mini,-3.0,0.01,3728437500.0,0.28301886792452824,1.0
gpt-4o-mini,-3.0,0.01,8760937500.0,0.47169811320754707,1.0
gpt-4o-mini,-3.0,0.01,17048437500.0,0.6415094339622642,1.0
gpt-4o-mini,-3.0,0.01,38191406249.99999,0.7924528301886793,1.0
gpt-4o-mini,-3.0,0.01,108848437500.0,0.8867924528301887,1.0
gpt-4o-mini,-3.0,0.01,-91341645.0,-0.9811320754716981,1.0
gpt-4o-mini,-3.0,0.01,706357500.0,-0.24528301886792447,1.0
gpt-4o-mini,-3.0,0.01,2235937500.0,0.07547169811320753,1.0
gpt-4o-mini,-3.0,0.01,4632757500.0,0.3396226415094339,1.0
gpt-4o-mini,-3.0,0.01,10474218750.0,0.5283018867924529,1.0
gpt-4o-mini,-3.0,0.01,29048437500.0,0.7358490566037736,1.0
gpt-4o-mini,-3.0,0.01,-39040750.00000012,-0.9622641509433962,1.0
gpt-4o-mini,-3.0,0.01,647099249.9999998,-0.26415094339622647,1.0
gpt-4o-mini,-3.0,0.01,1970265500.0,0.037735849056603765,1.0
gpt-4o-mini,-3.0,0.01,4476405500.0,0.320754716981132,1.0
gpt-4o-mini,-3.0,0.01,12839279249.999998,0.5849056603773586,1.0
gpt-4o-mini,-3.0,0.01,442999500.00000024,-0.39622641509433965,1.0
gpt-4o-mini,-3.0,0.01,1125589500.0000002,-0.07547169811320753,1.0
gpt-4o-mini,-3.0,0.01,3198709500.0,0.2264150943396226,1.0
gpt-4o-mini,-3.0,0.01,9645269500.000002,0.509433962264151,1.0
gpt-4o-mini,-3.0,0.01,221679750.0,-0.5660377358490566,1.0
gpt-4o-mini,-3.0,0.01,848437500.0,-0.2075471698113207,1.0
gpt-4o-mini,-3.0,0.01,2402343750.0,0.09433962264150941,1.0
gpt-4o-mini,-3.0,0.01,6718239750.000001,0.4339622641509433,1.0
gpt-4o,-3.0,0.01,535937500.0,-0.339622641509434,1.0
gpt-4o,-3.0,0.01,1458437500.0000002,0.0,1.0
gpt-4o,-3.0,0.01,3135937500.0000005,0.2075471698113207,1.0
gpt-4o,-3.0,0.01,5898437500.0,0.37735849056603765,1.0
gpt-4o,-3.0,0.01,12946093750.0,0.6037735849056605,1.0
gpt-4o,-3.0,0.01,36498437500.0,0.7735849056603774,1.0
gpt-4o,-3.0,0.01,88750000.00000003,-0.7358490566037736,1.0
gpt-4o,-3.0,0.01,298437500.00000006,-0.49056603773584906,1.0
gpt-4o,-3.0,0.01,643750000.0,-0.28301886792452835,1.0
gpt-4o,-3.0,0.01,1173437500.0,-0.05660377358490565,1.0
gpt-4o,-3.0,0.01,2547645500.0000005,0.13207547169811318,1.0
gpt-4o,-3.0,0.01,6373437500.000001,0.4150943396226414,1.0
gpt-4o,-3.0,0.01,10937500.0,-0.8867924528301887,1.0
gpt-4o,-3.0,0.01,100818249.99999997,-0.7169811320754718,1.0
gpt-4o,-3.0,0.01,289518250.0,-0.5094339622641509,1.0
gpt-4o,-3.0,0.01,498437500.0,-0.3584905660377359,1.0
gpt-4o,-3.0,0.01,1016406250.0,-0.13207547169811318,1.0
gpt-4o,-3.0,0.01,2455038249.9999995,0.1132075471698113,1.0
gpt-4o,-3.0,0.01,-32142500.0,-0.9433962264150944,1.0
gpt-4o,-3.0,0.01,17157500.0,-0.8679245283018868,1.0
gpt-4o,-3.0,0.01,85937500.0,-0.7735849056603774,1.0
gpt-4o,-3.0,0.01,178757500.0,-0.6415094339622642,1.0
gpt-4o,-3.0,0.01,374218750.0,-0.4339622641509434,1.0
gpt-4o,-3.0,0.01,898437500.0,-0.18867924528301883,1.0
gpt-4o,-3.0,0.01,-4374500.000000015,-0.9245283018867925,1.0
gpt-4o,-3.0,0.01,27099250.0,-0.8301886792452831,1.0
gpt-4o,-3.0,0.01,108999250.0,-0.6981132075471699,1.0
gpt-4o,-3.0,0.01,221279250.0,-0.5849056603773585,1.0
gpt-4o,-3.0,0.01,461545499.9999999,-0.37735849056603776,1.0
gpt-4o,-3.0,0.01,9509500.0,-0.9056603773584906,1.0
gpt-4o,-3.0,0.01,88389500.0,-0.7547169811320755,1.0
gpt-4o,-3.0,0.01,139079500.0,-0.6603773584905661,1.0
gpt-4o,-3.0,0.01,346949500.0,-0.4528301886792453,1.0
gpt-4o,-3.0,0.01,23393500.0,-0.8490566037735849,1.0
gpt-4o,-3.0,0.01,63859750.0,-0.8113207547169812,1.0
gpt-4o,-3.0,0.01,112133500.0,-0.679245283018868,1.0
gpt-4o,-3.0,0.01,313519750.00000006,-0.4716981132075472,1.0
gpt-4o,-3.0,0.01,5625000000.0,0.35849056603773577,1.0
gpt-4o,-3.0,0.01,16025000000.0,0.6226415094339623,1.0
gpt-4o,-3.0,0.01,36225000000.0,0.7547169811320755,1.0
gpt-4o,-3.0,0.01,71025000000.0,0.8490566037735849,1.0
gpt-4o,-3.0,0.01,163462500000.0,0.9433962264150944,1.0
gpt-4o,-3.0,0.01,326610937500.0,0.9811320754716981,1.0
gpt-4o,-3.0,0.01,900000000.0,-0.16981132075471694,1.0
gpt-4o,-3.0,0.01,2745000000.0000005,0.16981132075471694,1.0
gpt-4o,-3.0,0.01,6100000000.000001,0.39622641509433953,1.0
gpt-4o,-3.0,0.01,11625000000.0,0.5660377358490567,1.0
gpt-4o,-3.0,0.01,25720312500.0,0.6981132075471699,1.0
gpt-4o,-3.0,0.01,72825000000.0,0.8679245283018868,1.0
gpt-4o,-3.0,0.01,225000000.0,-0.5471698113207547,1.0
gpt-4o,-3.0,0.01,1023120750.0,-0.09433962264150941,1.0
gpt-4o,-3.0,0.01,2181600749.9999995,0.05660377358490565,1.0
gpt-4o,-3.0,0.01,4305000000.0,0.3018867924528301,1.0
gpt-4o,-3.0,0.01,9337500000.0,0.49056603773584895,1.0
gpt-4o,-3.0,0.01,25982280750.0,0.7169811320754718,1.0
gpt-4o,-3.0,0.01,-91341645.0,-1.0,1.0
gpt-4o,-3.0,0.01,183720000.0,-0.6226415094339622,1.0
gpt-4o,-3.0,0.01,625000000.0,-0.30188679245283023,1.0
gpt-4o,-3.0,0.01,1282920000.0,-0.018867924528301883,1.0
gpt-4o,-3.0,0.01,2812500000.0,0.18867924528301883,1.0
gpt-4o,-3.0,0.01,7425000000.0,0.4528301886792452,1.0
gpt-4o,-3.0,0.01,188107999.99999988,-0.6037735849056604,1.0
gpt-4o,-3.0,0.01,537521749.9999999,-0.3207547169811321,1.0
gpt-4o,-3.0,0.01,1223661749.9999998,-0.037735849056603765,1.0
gpt-4o,-3.0,0.01,3656021750.0,0.26415094339622636,1.0
gpt-4o,-3.0,0.01,73512000.0,-0.7924528301886793,1.0
gpt-4o,-3.0,0.01,386250000.0000001,-0.41509433962264153,1.0
gpt-4o,-3.0,0.01,1019562000.0000002,-0.1132075471698113,1.0
gpt-4o,-3.0,0.01,2606250000.0,0.15094339622641506,1.0
gpt-4o,-3.0,0.01,232142250.0,-0.5283018867924528,1.0
gpt-4o,-3.0,0.01,798242250.0,-0.2264150943396226,1.0
gpt-4o,-3.0,0.01,1961796000.0,0.018867924528301883,1.0
gpt-4o,-3.0,0.01,24045937500.000004,0.6603773584905661,1.0
gpt-4o,-3.0,0.01,70448437500.0,0.8301886792452831,1.0
gpt-4o,-3.0,0.01,162885937500.0,0.9245283018867925,1.0
gpt-4o,-3.0,0.01,324848437500.00006,0.9622641509433962,1.0
gpt-4o,-3.0,0.01,3618750000.0,0.24528301886792447,1.0
gpt-4o,-3.0,0.01,11048437500.0,0.5471698113207548,1.0
gpt-4o,-3.0,0.01,25143750000.0,0.679245283018868,1.0
gpt-4o,-3.0,0.01,49043437500.00001,0.8113207547169812,1.0
gpt-4o,-3.0,0.01,109810165500.00002,0.9056603773584906,1.0
gpt-4o,-3.0,0.01,326610937500.0,1.0,1.0
gpt-4o,-3.0,0.01,960937500.0,-0.15094339622641506,1.0
gpt-4o,-3.0,0.01,3728437500.0,0.28301886792452824,1.0
gpt-4o,-3.0,0.01,8760937500.0,0.47169811320754707,1.0
gpt-4o,-3.0,0.01,17048437500.0,0.6415094339622642,1.0
gpt-4o,-3.0,0.01,38191406249.99999,0.7924528301886793,1.0
gpt-4o,-3.0,0.01,108848437500.0,0.8867924528301887,1.0
gpt-4o,-3.0,0.01,-91341645.0,-0.9811320754716981,1.0
gpt-4o,-3.0,0.01,706357500.0,-0.24528301886792447,1.0
gpt-4o,-3.0,0.01,2235937500.0,0.07547169811320753,1.0
gpt-4o,-3.0,0.01,4632757500.0,0.3396226415094339,1.0
gpt-4o,-3.0,0.01,10474218750.0,0.5283018867924529,1.0
gpt-4o,-3.0,0.01,29048437500.0,0.7358490566037736,1.0
gpt-4o,-3.0,0.01,-39040750.00000012,-0.9622641509433962,1.0
gpt-4o,-3.0,0.01,647099249.9999998,-0.26415094339622647,1.0
gpt-4o,-3.0,0.01,1970265500.0,0.037735849056603765,1.0
gpt-4o,-3.0,0.01,4476405500.0,0.320754716981132,1.0
gpt-4o,-3.0,0.01,12839279249.999998,0.5849056603773586,1.0
gpt-4o,-3.0,0.01,442999500.00000024,-0.39622641509433965,1.0
gpt-4o,-3.0,0.01,1125589500.0000002,-0.07547169811320753,1.0
gpt-4o,-3.0,0.01,3198709500.0,0.2264150943396226,1.0
gpt-4o,-3.0,0.01,9645269500.000002,0.509433962264151,1.0
gpt-4o,-3.0,0.01,221679750.0,-0.5660377358490566,1.0
gpt-4o,-3.0,0.01,848437500.0,-0.2075471698113207,1.0
gpt-4o,-3.0,0.01,2402343750.0,0.09433962264150941,1.0
gpt-4o,-3.0,0.01,6718239750.000001,0.4339622641509433,1.0
gpt-5,1.0,0.28260281240506274,0.2595364066349761,0.9056603773584906,1.0
gpt-5,1.0,0.28260281240506274,-0.06391668575494158,0.2075471698113207,1.0
gpt-5,1.0,0.28260281240506274,-0.6218468339575098,-0.9433962264150944,1.0
gpt-5,1.0,0.28260281240506274,-0.6390318596501761,-0.9622641509433962,1.0
gpt-5,1.0,0.28260281240506274,-0.05889151782819191,0.24528301886792447,1.0
gpt-5,1.0,0.28260281240506274,0.30906319423634887,0.9433962264150944,1.0
gpt-5,1.0,0.28260281240506274,-0.3617729874261979,-0.5849056603773585,1.0
gpt-5,1.0,0.28260281240506274,-0.0645221422802118,0.18867924528301883,1.0
gpt-5,1.0,0.28260281240506274,0.3527833555166727,0.9811320754716981,1.0
gpt-5,1.0,0.28260281240506274,0.014229915970389584,0.4339622641509433,1.0
gpt-5,1.0,0.28260281240506274,-0.33251768715756036,-0.5471698113207547,1.0
gpt-5,1.0,0.28260281240506274,-0.4557737132753452,-0.8113207547169812,1.0
gpt-5,1.0,0.28260281240506274,-0.0758814215077317,0.16981132075471694,1.0
gpt-5,1.0,0.28260281240506274,-0.08125946474888668,0.09433962264150941,1.0
gpt-5,1.0,0.28260281240506274,0.05666434265350162,0.5660377358490567,1.0
gpt-5,1.0,0.28260281240506274,-0.1969221500346432,-0.18867924528301883,1.0
gpt-5,1.0,0.28260281240506274,-0.4882774991748997,-0.8490566037735849,1.0
gpt-5,1.0,0.28260281240506274,-0.2742708828252738,-0.4528301886792453,1.0
gpt-5,1.0,0.28260281240506274,0.3386020024569216,0.9622641509433962,1.0
gpt-5,1.0,0.28260281240506274,0.2007794151493103,0.8113207547169812,1.0
gpt-5,1.0,0.28260281240506274,-0.022364136164899406,0.3396226415094339,1.0
gpt-5,1.0,0.28260281240506274,0.25110404251649854,0.8867924528301887,1.0
gpt-5,1.0,0.28260281240506274,-0.019637040050708876,0.35849056603773577,1.0
gpt-5,1.0,0.28260281240506274,-0.21087409320263184,-0.24528301886792447,1.0
gpt-5,1.0,0.28260281240506274,-0.4160035415263117,-0.7358490566037736,1.0
gpt-5,1.0,0.28260281240506274,-0.16567558082832612,-0.1132075471698113,1.0
gpt-5,1.0,0.28260281240506274,0.14384103622589084,0.7547169811320755,1.0
gpt-5,1.0,0.28260281240506274,-0.11157177565710441,0.037735849056603765,0.0
gpt-5,1.0,0.28260281240506274,-0.17046329348529632,-0.13207547169811318,0.0
gpt-5,1.0,0.28260281240506274,0.0021290605472534807,0.4150943396226414,1.0
gpt-5,1.0,0.28260281240506274,-0.047113214262552106,0.26415094339622636,1.0
gpt-5,1.0,0.28260281240506274,0.039885404939378866,0.49056603773584895,1.0
gpt-5,1.0,0.28260281240506274,-0.2262891611853579,-0.3584905660377359,1.0
gpt-5,1.0,0.28260281240506274,-0.22314355131420882,-0.339622641509434,1.0
gpt-5,1.0,0.28260281240506274,-0.5271087020630913,-0.9056603773584906,0.0
gpt-5,1.0,0.28260281240506274,0.032119398701690116,0.47169811320754707,1.0
gpt-5,1.0,0.28260281240506274,-0.2135681260002702,-0.26415094339622647,1.0
gpt-5,1.0,0.28260281240506274,-0.1914584917585369,-0.16981132075471694,1.0
gpt-5,1.0,0.28260281240506274,-0.5004024235381879,-0.8867924528301887,0.0
gpt-5,1.0,0.28260281240506274,0.2111959397716765,0.8490566037735849,1.0
gpt-5,1.0,0.28260281240506274,-0.22220696173333288,-0.3207547169811321,0.0
gpt-5,1.0,0.28260281240506274,-0.21031580682971462,-0.2264150943396226,1.0
gpt-5,1.0,0.28260281240506274,-0.43665224481379017,-0.7735849056603774,1.0
